Credit rating;Age;Income level;Number of credit cards;Education;Car loans
"Bad";24.887458;"Medium";"5 or more";"High school";"More than 2"
"Bad";27.192577;"Medium";"5 or more";"High school";"More than 2"
"Bad";30.917777;"Medium";"5 or more";"College";"More than 2"
"Bad";41.794011;"Low";"5 or more";"College";"More than 2"
"Bad";33.733299;"Medium";"5 or more";"High school";"More than 2"
"Bad";39.260853;"Low";"5 or more";"High school";"More than 2"
"Bad";38.449364;"Low";"5 or more";"College";"None or 1"
"Bad";41.053756;"Medium";"5 or more";"College";"More than 2"
"Bad";22.719627;"Medium";"5 or more";"High school";"More than 2"
"Bad";23.164099;"Medium";"5 or more";"High school";"More than 2"
"Bad";22.844211;"Low";"5 or more";"College";"More than 2"
"Bad";30.571800;"Medium";"5 or more";"High school";"More than 2"
"Bad";29.787607;"Low";"5 or more";"College";"More than 2"
"Bad";51.581937;"Low";"5 or more";"High school";"More than 2"
"Bad";22.325430;"Medium";"5 or more";"High school";"More than 2"
"Bad";37.854537;"Medium";"5 or more";"High school";"More than 2"
"Bad";35.938745;"Medium";"5 or more";"High school";"More than 2"
"Bad";33.396247;"High";"5 or more";"High school";"More than 2"
"Bad";23.285380;"Medium";"5 or more";"College";"More than 2"
"Bad";42.432671;"Low";"5 or more";"College";"More than 2"
"Bad";30.690522;"Low";"5 or more";"High school";"More than 2"
"Bad";29.560726;"Medium";"5 or more";"College";"More than 2"
"Bad";37.310895;"Low";"Less than 5";"College";"None or 1"
"Bad";28.266570;"Low";"5 or more";"High school";"More than 2"
"Bad";30.659807;"Medium";"5 or more";"High school";"More than 2"
"Bad";24.889942;"Low";"5 or more";"High school";"More than 2"
"Bad";30.934327;"High";"5 or more";"College";"More than 2"
"Bad";26.301966;"Medium";"5 or more";"High school";"More than 2"
"Bad";26.277841;"Low";"5 or more";"College";"More than 2"
"Bad";47.656035;"Low";"5 or more";"College";"More than 2"
"Bad";42.853439;"Low";"5 or more";"College";"More than 2"
"Bad";22.733311;"Low";"5 or more";"High school";"More than 2"
"Bad";30.810521;"Low";"5 or more";"College";"More than 2"
"Bad";31.603762;"High";"5 or more";"College";"More than 2"
"Bad";27.401470;"Low";"5 or more";"High school";"More than 2"
"Bad";31.850165;"High";"5 or more";"College";"None or 1"
"Bad";31.365934;"Medium";"5 or more";"College";"More than 2"
"Bad";25.579473;"Medium";"5 or more";"College";"More than 2"
"Bad";25.653918;"Medium";"5 or more";"College";"More than 2"
"Bad";29.749965;"Low";"Less than 5";"College";"None or 1"
"Bad";20.367700;"Low";"5 or more";"High school";"More than 2"
"Bad";25.628455;"Medium";"5 or more";"High school";"None or 1"
"Bad";34.000596;"Low";"5 or more";"College";"More than 2"
"Bad";26.711739;"Low";"5 or more";"High school";"More than 2"
"Bad";32.905950;"High";"5 or more";"High school";"None or 1"
"Bad";36.284417;"Medium";"5 or more";"College";"More than 2"
"Bad";29.280237;"Medium";"5 or more";"College";"More than 2"
"Bad";34.256806;"High";"Less than 5";"High school";"None or 1"
"Bad";27.493523;"Low";"5 or more";"College";"More than 2"
"Bad";23.648781;"High";"Less than 5";"College";"More than 2"
"Bad";20.312422;"Low";"5 or more";"College";"More than 2"
"Bad";26.431085;"Low";"5 or more";"High school";"More than 2"
"Bad";40.615912;"Low";"Less than 5";"High school";"None or 1"
"Bad";20.912376;"Medium";"5 or more";"High school";"More than 2"
"Bad";30.034128;"High";"5 or more";"High school";"More than 2"
"Bad";21.950669;"Medium";"5 or more";"High school";"More than 2"
"Bad";22.567091;"High";"5 or more";"College";"More than 2"
"Bad";30.233960;"Medium";"5 or more";"High school";"More than 2"
"Bad";22.396217;"Low";"5 or more";"High school";"More than 2"
"Bad";31.406838;"Low";"5 or more";"College";"More than 2"
"Bad";34.417382;"Low";"5 or more";"High school";"More than 2"
"Bad";41.305338;"Medium";"5 or more";"College";"More than 2"
"Bad";27.626790;"Low";"5 or more";"High school";"More than 2"
"Bad";31.347885;"High";"Less than 5";"College";"None or 1"
"Bad";48.860520;"Low";"5 or more";"College";"More than 2"
"Bad";34.234460;"Low";"5 or more";"College";"More than 2"
"Bad";42.081526;"Medium";"5 or more";"College";"More than 2"
"Bad";40.526679;"High";"5 or more";"High school";"More than 2"
"Bad";27.629962;"Medium";"5 or more";"College";"More than 2"
"Bad";21.384242;"Medium";"5 or more";"High school";"More than 2"
"Bad";35.412150;"Medium";"5 or more";"College";"More than 2"
"Bad";42.806440;"Medium";"5 or more";"College";"More than 2"
"Bad";21.737323;"Low";"5 or more";"College";"None or 1"
"Bad";41.064259;"Low";"5 or more";"High school";"More than 2"
"Bad";22.848249;"Medium";"5 or more";"High school";"More than 2"
"Bad";33.483507;"High";"5 or more";"College";"More than 2"
"Bad";54.796157;"High";"5 or more";"College";"More than 2"
"Bad";24.067437;"High";"5 or more";"College";"More than 2"
"Bad";25.779903;"Medium";"5 or more";"College";"More than 2"
"Bad";47.257479;"Low";"5 or more";"College";"More than 2"
"Bad";32.081412;"Low";"5 or more";"High school";"More than 2"
"Bad";21.495086;"Medium";"5 or more";"College";"None or 1"
"Bad";23.833178;"Low";"Less than 5";"High school";"None or 1"
"Bad";39.528393;"Medium";"5 or more";"High school";"More than 2"
"Bad";29.725118;"High";"Less than 5";"College";"None or 1"
"Bad";28.416333;"Low";"Less than 5";"College";"None or 1"
"Bad";41.097242;"High";"5 or more";"High school";"None or 1"
"Bad";28.428648;"Medium";"5 or more";"College";"More than 2"
"Bad";25.227705;"Low";"5 or more";"College";"More than 2"
"Bad";30.823692;"Medium";"5 or more";"College";"More than 2"
"Bad";29.174838;"Medium";"5 or more";"College";"None or 1"
"Bad";29.987967;"High";"5 or more";"High school";"More than 2"
"Bad";27.838766;"Low";"5 or more";"High school";"More than 2"
"Bad";20.958856;"Medium";"5 or more";"College";"More than 2"
"Bad";30.232185;"Medium";"Less than 5";"High school";"None or 1"
"Bad";41.322637;"Medium";"5 or more";"College";"More than 2"
"Bad";23.037090;"Low";"5 or more";"High school";"More than 2"
"Bad";27.032984;"Medium";"5 or more";"High school";"More than 2"
"Bad";38.356650;"Low";"5 or more";"College";"More than 2"
"Bad";49.623840;"Low";"5 or more";"College";"More than 2"
"Bad";30.341169;"Medium";"5 or more";"College";"More than 2"
"Bad";27.926026;"Medium";"5 or more";"College";"More than 2"
"Bad";21.656942;"Low";"5 or more";"College";"More than 2"
"Bad";24.337076;"Low";"5 or more";"High school";"More than 2"
"Bad";23.732792;"Low";"5 or more";"College";"More than 2"
"Bad";20.448492;"Medium";"5 or more";"College";"More than 2"
"Bad";29.274006;"Low";"5 or more";"College";"More than 2"
"Bad";23.384477;"Medium";"5 or more";"College";"More than 2"
"Bad";27.321105;"Low";"5 or more";"High school";"More than 2"
"Bad";20.751320;"Medium";"5 or more";"College";"More than 2"
"Bad";20.817641;"Low";"Less than 5";"College";"More than 2"
"Bad";29.616362;"Low";"5 or more";"College";"More than 2"
"Bad";21.860827;"Low";"5 or more";"High school";"More than 2"
"Bad";45.509573;"Medium";"5 or more";"College";"More than 2"
"Bad";26.942027;"Medium";"5 or more";"High school";"None or 1"
"Bad";22.262287;"Medium";"5 or more";"High school";"More than 2"
"Bad";20.760969;"Medium";"Less than 5";"College";"None or 1"
"Bad";39.162963;"Medium";"5 or more";"High school";"More than 2"
"Bad";33.419512;"Low";"5 or more";"College";"More than 2"
"Bad";23.022358;"Medium";"5 or more";"College";"More than 2"
"Good";56.909606;"High";"Less than 5";"High school";"None or 1"
"Good";50.532402;"Medium";"5 or more";"High school";"More than 2"
"Good";27.019400;"High";"Less than 5";"High school";"None or 1"
"Good";28.104988;"Low";"Less than 5";"High school";"None or 1"
"Good";29.526962;"High";"Less than 5";"High school";"More than 2"
"Good";28.018929;"High";"5 or more";"High school";"More than 2"
"Good";42.444282;"High";"5 or more";"High school";"None or 1"
"Good";35.031519;"Medium";"5 or more";"High school";"None or 1"
"Good";23.944275;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.735242;"High";"Less than 5";"High school";"None or 1"
"Good";29.933394;"Medium";"Less than 5";"College";"None or 1"
"Good";41.230438;"Medium";"Less than 5";"College";"None or 1"
"Good";41.930486;"Medium";"5 or more";"College";"More than 2"
"Good";43.538063;"Medium";"5 or more";"College";"More than 2"
"Good";42.294522;"High";"5 or more";"College";"More than 2"
"Good";39.107224;"High";"5 or more";"College";"None or 1"
"Good";54.135364;"High";"5 or more";"College";"More than 2"
"Good";37.360175;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.175595;"Low";"5 or more";"High school";"More than 2"
"Good";32.711645;"Medium";"Less than 5";"High school";"None or 1"
"Good";30.892475;"Medium";"5 or more";"High school";"More than 2"
"Good";34.038236;"Medium";"5 or more";"High school";"More than 2"
"Good";38.331181;"High";"5 or more";"College";"None or 1"
"Good";48.146406;"High";"5 or more";"College";"More than 2"
"Good";44.441937;"Medium";"5 or more";"College";"More than 2"
"Good";38.795471;"Medium";"Less than 5";"College";"None or 1"
"Good";38.604832;"Medium";"5 or more";"High school";"More than 2"
"Good";34.176567;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.897490;"Medium";"Less than 5";"College";"None or 1"
"Good";32.467498;"Medium";"Less than 5";"High school";"None or 1"
"Good";29.451432;"Medium";"5 or more";"College";"More than 2"
"Good";38.443063;"Medium";"Less than 5";"College";"None or 1"
"Good";33.564918;"High";"5 or more";"High school";"More than 2"
"Good";27.268469;"Medium";"5 or more";"High school";"More than 2"
"Good";22.053506;"High";"Less than 5";"High school";"None or 1"
"Good";43.091798;"Medium";"Less than 5";"College";"None or 1"
"Good";39.997975;"Low";"5 or more";"College";"More than 2"
"Good";21.308245;"Medium";"5 or more";"College";"None or 1"
"Good";37.815186;"Medium";"5 or more";"College";"More than 2"
"Good";43.157310;"High";"Less than 5";"College";"None or 1"
"Good";35.615901;"Medium";"5 or more";"High school";"More than 2"
"Good";39.855643;"High";"5 or more";"High school";"More than 2"
"Good";38.358525;"Medium";"5 or more";"High school";"More than 2"
"Good";30.253804;"High";"Less than 5";"College";"More than 2"
"Good";34.278309;"Medium";"Less than 5";"College";"None or 1"
"Good";32.111368;"Medium";"Less than 5";"College";"None or 1"
"Good";47.191242;"Medium";"Less than 5";"High school";"None or 1"
"Good";36.081580;"High";"Less than 5";"High school";"None or 1"
"Good";26.828372;"High";"Less than 5";"High school";"None or 1"
"Good";29.619202;"High";"5 or more";"High school";"More than 2"
"Good";28.056635;"High";"Less than 5";"College";"More than 2"
"Good";29.154525;"High";"5 or more";"High school";"More than 2"
"Good";42.210454;"Medium";"Less than 5";"High school";"None or 1"
"Good";51.956457;"Medium";"Less than 5";"College";"More than 2"
"Good";34.402598;"Medium";"Less than 5";"High school";"None or 1"
"Good";43.412981;"High";"Less than 5";"College";"None or 1"
"Good";30.435161;"Medium";"Less than 5";"College";"None or 1"
"Good";37.860753;"Medium";"5 or more";"High school";"More than 2"
"Good";27.770743;"Medium";"Less than 5";"High school";"None or 1"
"Good";47.181329;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.298009;"High";"5 or more";"College";"More than 2"
"Good";58.415246;"Medium";"5 or more";"High school";"None or 1"
"Good";24.819567;"High";"5 or more";"College";"More than 2"
"Good";37.301512;"Medium";"5 or more";"High school";"More than 2"
"Good";39.680384;"High";"5 or more";"High school";"None or 1"
"Good";40.074206;"Medium";"Less than 5";"College";"None or 1"
"Good";43.002678;"High";"Less than 5";"College";"None or 1"
"Good";44.747290;"Medium";"Less than 5";"College";"None or 1"
"Good";21.395020;"High";"5 or more";"High school";"More than 2"
"Good";41.433931;"High";"Less than 5";"College";"None or 1"
"Good";48.188299;"Low";"5 or more";"High school";"None or 1"
"Good";46.518884;"Medium";"5 or more";"High school";"More than 2"
"Good";33.295838;"Medium";"5 or more";"High school";"More than 2"
"Good";27.873474;"Medium";"Less than 5";"College";"None or 1"
"Good";49.514679;"Medium";"5 or more";"College";"More than 2"
"Good";35.867745;"High";"Less than 5";"College";"None or 1"
"Good";41.960986;"High";"5 or more";"College";"More than 2"
"Good";34.748029;"Medium";"Less than 5";"College";"None or 1"
"Good";33.724904;"High";"Less than 5";"College";"None or 1"
"Good";39.692098;"High";"Less than 5";"High school";"None or 1"
"Good";42.346329;"High";"5 or more";"College";"More than 2"
"Good";32.700310;"High";"5 or more";"High school";"More than 2"
"Good";26.272864;"High";"5 or more";"High school";"None or 1"
"Good";25.134603;"High";"5 or more";"High school";"More than 2"
"Good";29.537726;"Medium";"5 or more";"High school";"More than 2"
"Good";27.922809;"High";"Less than 5";"High school";"None or 1"
"Good";36.292517;"High";"5 or more";"College";"More than 2"
"Good";44.198265;"Medium";"Less than 5";"College";"None or 1"
"Good";34.529364;"High";"5 or more";"College";"More than 2"
"Good";41.150982;"High";"5 or more";"High school";"More than 2"
"Good";36.748209;"Medium";"5 or more";"High school";"More than 2"
"Good";37.524609;"High";"Less than 5";"High school";"None or 1"
"Good";46.602647;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.456998;"Low";"5 or more";"High school";"More than 2"
"Good";36.146619;"Low";"Less than 5";"College";"More than 2"
"Good";55.332816;"Medium";"Less than 5";"High school";"None or 1"
"Good";27.116771;"Medium";"Less than 5";"High school";"None or 1"
"Good";37.360206;"High";"Less than 5";"High school";"None or 1"
"Good";27.993772;"High";"5 or more";"College";"More than 2"
"Good";42.183555;"High";"5 or more";"College";"More than 2"
"Good";39.575029;"High";"Less than 5";"High school";"None or 1"
"Good";39.848063;"High";"5 or more";"College";"More than 2"
"Good";40.670262;"High";"5 or more";"College";"More than 2"
"Good";35.225629;"High";"5 or more";"College";"More than 2"
"Good";37.551570;"Medium";"Less than 5";"College";"None or 1"
"Good";27.582924;"Low";"5 or more";"High school";"More than 2"
"Good";48.430923;"Medium";"Less than 5";"College";"More than 2"
"Good";44.292968;"Low";"Less than 5";"College";"None or 1"
"Good";27.850622;"Medium";"5 or more";"College";"More than 2"
"Good";22.915882;"Medium";"5 or more";"High school";"More than 2"
"Good";27.671067;"Medium";"Less than 5";"College";"None or 1"
"Good";32.297829;"Medium";"5 or more";"College";"More than 2"
"Good";32.887118;"Medium";"5 or more";"College";"More than 2"
"Good";21.615024;"High";"Less than 5";"College";"None or 1"
"Good";33.733897;"High";"Less than 5";"High school";"None or 1"
"Good";35.743439;"High";"Less than 5";"College";"None or 1"
"Good";35.635965;"Medium";"Less than 5";"College";"More than 2"
"Good";28.249422;"High";"Less than 5";"College";"None or 1"
"Good";43.124053;"Medium";"5 or more";"College";"More than 2"
"Good";47.276630;"High";"Less than 5";"High school";"None or 1"
"Good";35.930299;"High";"Less than 5";"College";"None or 1"
"Good";31.489991;"Medium";"5 or more";"College";"None or 1"
"Good";47.712846;"High";"5 or more";"High school";"More than 2"
"Good";59.461526;"High";"5 or more";"College";"More than 2"
"Good";32.351165;"Low";"Less than 5";"High school";"None or 1"
"Good";48.360661;"High";"5 or more";"College";"None or 1"
"Good";45.913048;"Medium";"Less than 5";"College";"None or 1"
"Good";40.730395;"Medium";"5 or more";"High school";"More than 2"
"Good";35.893683;"Medium";"5 or more";"High school";"More than 2"
"Good";34.322258;"Medium";"Less than 5";"High school";"More than 2"
"Good";33.664708;"Medium";"Less than 5";"College";"None or 1"
"Good";49.266109;"High";"5 or more";"College";"More than 2"
"Good";37.693782;"High";"Less than 5";"College";"None or 1"
"Good";34.764614;"Medium";"5 or more";"College";"More than 2"
"Good";45.791548;"Medium";"Less than 5";"High school";"None or 1"
"Good";21.088289;"High";"Less than 5";"College";"None or 1"
"Good";30.618826;"High";"5 or more";"High school";"More than 2"
"Good";41.917030;"High";"5 or more";"High school";"More than 2"
"Good";39.518188;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.482299;"High";"Less than 5";"High school";"None or 1"
"Good";41.486811;"High";"Less than 5";"College";"None or 1"
"Good";34.758787;"High";"5 or more";"High school";"More than 2"
"Good";42.958457;"High";"5 or more";"High school";"More than 2"
"Good";31.631042;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.021483;"Medium";"Less than 5";"High school";"None or 1"
"Good";51.110452;"Medium";"Less than 5";"High school";"None or 1"
"Good";35.591330;"Medium";"Less than 5";"High school";"None or 1"
"Good";41.781663;"High";"Less than 5";"College";"None or 1"
"Good";20.896357;"Medium";"Less than 5";"College";"None or 1"
"Good";31.923123;"Medium";"Less than 5";"High school";"None or 1"
"Good";45.062434;"High";"5 or more";"College";"More than 2"
"Good";40.547773;"Medium";"Less than 5";"College";"None or 1"
"Good";57.056927;"Medium";"Less than 5";"High school";"None or 1"
"Good";48.831573;"Medium";"Less than 5";"High school";"None or 1"
"Good";37.766021;"High";"5 or more";"College";"More than 2"
"Good";42.225955;"High";"5 or more";"College";"More than 2"
"Good";48.766339;"High";"5 or more";"College";"More than 2"
"Good";40.113934;"High";"Less than 5";"College";"None or 1"
"Good";33.348097;"High";"Less than 5";"College";"None or 1"
"Good";23.156853;"Medium";"5 or more";"High school";"More than 2"
"Good";39.389587;"High";"5 or more";"College";"More than 2"
"Good";33.755745;"Medium";"Less than 5";"College";"None or 1"
"Good";36.682450;"Medium";"Less than 5";"College";"None or 1"
"Good";28.297473;"High";"Less than 5";"College";"None or 1"
"Good";29.074213;"High";"5 or more";"College";"More than 2"
"Good";47.163842;"High";"Less than 5";"College";"None or 1"
"Good";27.169533;"Low";"Less than 5";"High school";"None or 1"
"Good";29.065516;"Medium";"5 or more";"College";"None or 1"
"Good";49.706144;"High";"5 or more";"High school";"More than 2"
"Good";40.498169;"High";"5 or more";"College";"More than 2"
"Good";32.845097;"Medium";"Less than 5";"College";"More than 2"
"Good";37.083297;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.669368;"High";"Less than 5";"High school";"None or 1"
"Good";37.919792;"High";"5 or more";"College";"More than 2"
"Good";39.540047;"Medium";"Less than 5";"College";"None or 1"
"Good";40.534889;"Medium";"5 or more";"College";"More than 2"
"Good";26.485060;"High";"Less than 5";"High school";"More than 2"
"Good";36.301311;"Medium";"5 or more";"College";"More than 2"
"Good";40.664869;"High";"Less than 5";"College";"None or 1"
"Good";50.917727;"High";"5 or more";"College";"More than 2"
"Good";27.274414;"Medium";"Less than 5";"College";"None or 1"
"Good";30.205977;"Low";"Less than 5";"College";"None or 1"
"Good";41.417161;"Medium";"Less than 5";"High school";"None or 1"
"Good";24.700419;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.438933;"Low";"5 or more";"High school";"More than 2"
"Good";32.567298;"Medium";"5 or more";"High school";"More than 2"
"Good";20.549734;"Medium";"Less than 5";"High school";"None or 1"
"Good";28.791600;"High";"5 or more";"College";"More than 2"
"Good";35.980378;"High";"Less than 5";"College";"None or 1"
"Good";27.970788;"High";"Less than 5";"High school";"None or 1"
"Good";28.130221;"High";"5 or more";"College";"More than 2"
"Good";37.339174;"High";"5 or more";"College";"More than 2"
"Good";34.820272;"High";"5 or more";"High school";"More than 2"
"Good";42.866077;"Medium";"5 or more";"High school";"More than 2"
"Good";38.356144;"Medium";"5 or more";"College";"More than 2"
"Good";41.744038;"High";"Less than 5";"College";"None or 1"
"Good";28.097913;"Medium";"Less than 5";"College";"None or 1"
"Good";36.231490;"High";"5 or more";"College";"More than 2"
"Good";33.239629;"High";"5 or more";"High school";"None or 1"
"Good";33.443392;"Medium";"5 or more";"High school";"More than 2"
"Good";27.786985;"High";"Less than 5";"College";"None or 1"
"Good";27.902020;"Medium";"5 or more";"College";"More than 2"
"Good";38.412563;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.145059;"High";"5 or more";"High school";"More than 2"
"Good";53.144458;"High";"5 or more";"College";"More than 2"
"Good";33.939071;"High";"Less than 5";"College";"None or 1"
"Good";44.774681;"Medium";"Less than 5";"College";"None or 1"
"Good";29.922427;"High";"5 or more";"High school";"None or 1"
"Good";20.614934;"High";"5 or more";"College";"More than 2"
"Good";29.297714;"High";"Less than 5";"High school";"None or 1"
"Good";39.482348;"High";"Less than 5";"College";"None or 1"
"Good";39.067840;"Medium";"Less than 5";"High school";"None or 1"
"Good";48.651185;"High";"Less than 5";"College";"None or 1"
"Good";41.638714;"Medium";"Less than 5";"High school";"None or 1"
"Good";31.960495;"Medium";"Less than 5";"College";"None or 1"
"Good";42.348374;"High";"Less than 5";"College";"None or 1"
"Good";47.833235;"High";"Less than 5";"High school";"None or 1"
"Good";34.166736;"High";"5 or more";"High school";"More than 2"
"Good";42.341994;"Medium";"Less than 5";"College";"None or 1"
"Good";26.371669;"High";"Less than 5";"High school";"None or 1"
"Good";30.957671;"High";"Less than 5";"High school";"None or 1"
"Good";33.521563;"High";"5 or more";"High school";"More than 2"
"Good";28.277309;"High";"Less than 5";"High school";"None or 1"
"Good";35.760183;"Medium";"Less than 5";"College";"None or 1"
"Good";52.591175;"High";"5 or more";"High school";"None or 1"
"Good";43.015398;"Medium";"Less than 5";"College";"None or 1"
"Good";38.584139;"High";"5 or more";"High school";"More than 2"
"Good";29.342218;"Medium";"Less than 5";"College";"None or 1"
"Good";46.652862;"High";"Less than 5";"High school";"None or 1"
"Good";31.588442;"Low";"5 or more";"High school";"None or 1"
"Good";26.145204;"Low";"Less than 5";"College";"None or 1"
"Good";46.213298;"High";"5 or more";"High school";"More than 2"
"Good";40.592987;"Medium";"5 or more";"College";"More than 2"
"Good";45.875420;"High";"5 or more";"College";"More than 2"
"Good";26.199592;"High";"5 or more";"High school";"More than 2"
"Good";57.428520;"High";"5 or more";"High school";"More than 2"
"Good";52.361252;"Medium";"Less than 5";"College";"None or 1"
"Good";43.447496;"Low";"5 or more";"College";"More than 2"
"Good";46.334366;"High";"Less than 5";"College";"None or 1"
"Good";22.920207;"High";"Less than 5";"High school";"None or 1"
"Good";24.475564;"High";"Less than 5";"College";"None or 1"
"Good";24.794918;"High";"Less than 5";"High school";"None or 1"
"Good";35.132897;"Medium";"Less than 5";"High school";"None or 1"
"Good";40.716523;"Low";"5 or more";"College";"More than 2"
"Good";44.195935;"High";"Less than 5";"High school";"None or 1"
"Good";41.177796;"Medium";"5 or more";"High school";"More than 2"
"Good";34.122847;"High";"Less than 5";"High school";"More than 2"
"Good";44.767746;"Low";"Less than 5";"High school";"None or 1"
"Good";35.845988;"High";"5 or more";"High school";"More than 2"
"Good";20.133986;"Medium";"Less than 5";"College";"None or 1"
"Good";42.744173;"High";"5 or more";"High school";"More than 2"
"Good";29.784930;"Medium";"5 or more";"College";"More than 2"
"Good";21.292496;"Low";"Less than 5";"College";"None or 1"
"Good";47.054303;"Medium";"Less than 5";"High school";"None or 1"
"Good";27.928395;"Medium";"Less than 5";"College";"More than 2"
"Good";46.187503;"Low";"Less than 5";"High school";"None or 1"
"Good";43.034806;"High";"Less than 5";"College";"None or 1"
"Good";33.448869;"Medium";"5 or more";"High school";"More than 2"
"Good";24.845240;"High";"Less than 5";"High school";"None or 1"
"Good";32.657882;"High";"5 or more";"High school";"More than 2"
"Good";34.912243;"Medium";"Less than 5";"High school";"More than 2"
"Good";51.048094;"High";"5 or more";"High school";"More than 2"
"Good";35.257898;"High";"5 or more";"College";"More than 2"
"Good";24.241079;"Medium";"Less than 5";"High school";"More than 2"
"Good";47.080142;"High";"5 or more";"College";"More than 2"
"Good";29.090319;"High";"5 or more";"High school";"More than 2"
"Good";39.385482;"High";"5 or more";"High school";"More than 2"
"Good";37.410406;"High";"5 or more";"High school";"None or 1"
"Good";25.705496;"Medium";"Less than 5";"High school";"None or 1"
"Good";39.008305;"Low";"Less than 5";"High school";"None or 1"
"Good";39.977927;"High";"5 or more";"High school";"More than 2"
"Good";33.112130;"Medium";"Less than 5";"High school";"More than 2"
"Good";43.863861;"High";"Less than 5";"College";"None or 1"
"Good";46.285742;"Medium";"5 or more";"High school";"None or 1"
"Good";47.281597;"High";"5 or more";"College";"More than 2"
"Good";48.295429;"High";"5 or more";"High school";"More than 2"
"Good";31.939100;"Medium";"Less than 5";"College";"More than 2"
"Good";31.921127;"High";"Less than 5";"College";"More than 2"
"Good";39.354732;"High";"5 or more";"College";"More than 2"
"Good";44.488173;"High";"Less than 5";"High school";"None or 1"
"Good";29.876862;"Medium";"Less than 5";"College";"None or 1"
"Good";34.820081;"Medium";"Less than 5";"High school";"None or 1"
"Good";33.843857;"High";"5 or more";"High school";"More than 2"
"Good";40.834577;"Medium";"Less than 5";"College";"None or 1"
"Good";36.811875;"High";"5 or more";"High school";"More than 2"
"Good";33.712306;"Medium";"5 or more";"College";"None or 1"
"Good";28.722279;"Medium";"Less than 5";"College";"More than 2"
"Good";44.649720;"High";"5 or more";"College";"More than 2"
"Good";26.771840;"High";"5 or more";"High school";"More than 2"
"Good";49.213575;"High";"5 or more";"College";"More than 2"
"Good";32.591192;"Medium";"Less than 5";"College";"More than 2"
"Good";32.834927;"High";"Less than 5";"High school";"None or 1"
"Good";24.131626;"Medium";"5 or more";"High school";"More than 2"
"Good";39.411578;"High";"5 or more";"High school";"More than 2"
"Good";49.067723;"High";"5 or more";"College";"More than 2"
"Good";44.882243;"Medium";"5 or more";"College";"More than 2"
"Good";44.876776;"Medium";"Less than 5";"College";"None or 1"
"Good";49.352484;"Medium";"5 or more";"High school";"More than 2"
"Good";31.158028;"Medium";"Less than 5";"College";"None or 1"
"Good";30.687019;"Medium";"5 or more";"High school";"None or 1"
"Good";45.521996;"High";"5 or more";"High school";"More than 2"
"Good";42.087318;"Low";"Less than 5";"High school";"None or 1"
"Good";30.464702;"High";"5 or more";"College";"More than 2"
"Good";40.276201;"Medium";"5 or more";"College";"More than 2"
"Good";27.879788;"Medium";"Less than 5";"High school";"None or 1"
"Good";48.687896;"High";"5 or more";"High school";"More than 2"
"Good";36.110628;"High";"5 or more";"High school";"None or 1"
"Good";40.963444;"Medium";"Less than 5";"College";"None or 1"
"Good";36.023006;"Medium";"5 or more";"College";"More than 2"
"Good";47.791656;"High";"Less than 5";"College";"None or 1"
"Good";48.776728;"Medium";"5 or more";"College";"More than 2"
"Good";47.776023;"Medium";"5 or more";"College";"More than 2"
"Good";47.275069;"Medium";"Less than 5";"College";"None or 1"
"Good";40.783917;"High";"5 or more";"High school";"None or 1"
"Good";48.631510;"High";"5 or more";"College";"More than 2"
"Good";23.901358;"Medium";"5 or more";"High school";"More than 2"
"Good";30.907671;"High";"Less than 5";"College";"None or 1"
"Good";40.660036;"High";"Less than 5";"College";"None or 1"
"Good";44.898652;"Medium";"5 or more";"High school";"More than 2"
"Good";45.024152;"Medium";"Less than 5";"High school";"More than 2"
"Good";35.997858;"Medium";"5 or more";"College";"More than 2"
"Good";29.907150;"Low";"Less than 5";"College";"None or 1"
"Good";47.763290;"High";"5 or more";"High school";"More than 2"
"Good";28.190331;"High";"Less than 5";"High school";"None or 1"
"Good";34.376497;"Medium";"5 or more";"High school";"More than 2"
"Good";38.244885;"High";"5 or more";"High school";"None or 1"
"Good";35.781675;"Medium";"Less than 5";"College";"None or 1"
"Good";30.882045;"Medium";"5 or more";"High school";"More than 2"
"Good";43.919767;"High";"5 or more";"High school";"More than 2"
"Good";26.699380;"Medium";"Less than 5";"College";"None or 1"
"Good";38.904136;"Medium";"5 or more";"College";"More than 2"
"Good";38.679415;"High";"Less than 5";"College";"More than 2"
"Good";50.712632;"Medium";"5 or more";"High school";"More than 2"
"Good";38.730229;"High";"Less than 5";"College";"None or 1"
"Good";44.249059;"Medium";"Less than 5";"College";"None or 1"
"Good";22.455675;"High";"Less than 5";"College";"None or 1"
"Good";31.019060;"High";"5 or more";"High school";"None or 1"
"Good";31.987980;"High";"5 or more";"High school";"More than 2"
"Good";28.924391;"High";"5 or more";"College";"More than 2"
"Good";22.487029;"Low";"Less than 5";"College";"None or 1"
"Good";24.764193;"Medium";"Less than 5";"College";"None or 1"
"Good";50.415595;"Medium";"Less than 5";"High school";"None or 1"
