last day voice use,last day data use
15.933286,12.677051
12.640261,0.693147
10.991140,8.649799
13.639335,14.417836
15.635332,12.501980
14.988742,4.158883
10.006631,6.489205
6.526495,
12.110140,10.880967
12.213450,9.776960
14.526543,3.091042
3.465736,10.728715
12.219571,5.609472
9.956365,10.411389
15.638730,10.521453
12.388165,15.831543
10.298262,8.566745
15.263479,2.772589
11.664796,14.063877
7.961719,
13.496416,9.095378
8.733272,15.145015
12.181601,8.856376
11.996000,9.691284
6.563856,12.219354
14.716275,14.428637
13.656624,7.379632
14.138313,14.509843
8.114025,12.525021
11.901380,12.606378
8.790269,10.839522
10.775429,9.595263
9.285633,13.423590
10.068578,5.572154
5.049856,12.273404
6.313548,10.888744
13.952533,14.655026
12.365748,9.321971
10.471978,8.454040
9.089641,10.350223
10.718808,4.330733
11.469099,12.340376
11.269681,13.767305
14.793169,8.538563
9.385218,13.900846
6.652863,9.630563
2.708050,3.401197
13.235051,2.639057
14.046614,6.308098
12.341019,17.022786
9.988839,5.852202
4.304065,9.659822
9.609049,12.098677
11.040294,
11.104912,13.512646
11.115890,10.393570
8.165364,13.439021
12.590260,4.174387
11.846343,6.736967
8.198089,12.232091
6.156979,13.837118
4.983607,3.044522
10.652991,13.479516
3.433987,
10.645330,10.699958
2.708050,7.975908
,14.536540
14.440926,3.555348
9.418167,13.610461
2.708050,6.098074
10.660267,13.990337
11.398816,9.058470
14.473948,12.351851
15.734651,7.591862
11.560095,1.945910
11.639858,7.830426
14.636922,13.121157
13.216717,9.413608
11.970926,12.634456
8.144098,13.892990
14.389548,14.271170
11.885551,5.497168
13.946267,15.923849
13.625506,12.292296
9.279680,8.440744
2.397895,9.748003
12.957706,15.235176
14.113855,8.922525
8.490849,10.522773
11.014522,11.276038
12.356263,8.606119
10.402048,15.456961
5.247024,15.652261
11.710718,14.327672
13.906523,6.047372
12.379753,6.137727
14.438749,12.533929
12.211911,7.605392
13.096091,9.604947
6.706862,10.973580
13.826729,12.715042
10.709629,10.002880
14.736107,7.710653
14.789395,11.372985
8.357728,10.742638
16.084511,12.553100
12.078495,10.788618
12.470738,15.675515
9.245321,14.009924
13.433913,5.860786
13.413270,11.324594
13.523503,11.216135
14.536786,13.163252
6.786717,12.485218
14.385890,15.204369
11.655128,2.484907
8.846065,13.964942
17.415226,8.831128
15.593395,12.773237
13.445083,11.653600
9.259987,10.032320
15.471014,12.472440
,15.025857
7.033506,9.354008
9.395325,7.877397
,13.635964
2.772589,7.087574
4.430817,10.650341
14.849773,11.840242
8.581294,8.008033
13.995691,11.655692
8.110427,9.702778
14.012616,5.978886
12.793670,13.746848
16.281423,12.250195
8.010692,9.990353
13.985670,10.926837
9.814000,0.000000
10.469625,8.473868
7.917536,14.070842
14.464464,11.857833
10.010951,9.820704
11.902498,3.663562
10.492634,
9.548882,4.700480
12.205973,13.789307
11.079308,16.279457
10.080880,10.549150
11.030444,8.169903
11.678957,10.741752
11.930313,14.948950
15.612713,12.481190
4.158883,6.421622
5.560682,6.945051
11.794323,3.891820
10.838580,10.593856
9.485849,15.527904
,12.164912
2.484907,12.556416
10.293771,11.323893
15.724955,11.269248
15.826530,6.616065
9.593151,10.744084
12.150428,15.059082
8.513988,13.569893
12.588972,3.433987
10.914033,16.051460
12.567217,2.079442
14.590991,11.867224
11.208870,16.986233
14.894244,14.965330
8.886547,10.174278
9.413526,
10.138204,11.543299
13.627319,12.481695
,13.821680
10.604826,8.055475
10.575871,8.143808
5.638355,10.311749
11.134633,12.973536
15.026071,3.637586
9.285170,11.623303
11.128732,3.218876
3.044522,13.334357
12.601359,8.913685
9.801510,8.875567
12.282682,15.468744
14.084407,11.846128
8.221479,13.958089
8.971702,13.707163
9.533148,11.517226
12.307261,13.611246
12.773331,14.175517
11.422662,12.230468
13.426280,15.181959
8.328209,11.435148
6.641182,12.874379
7.487734,4.615121
14.742168,12.287625
14.960852,12.747673
7.950150,10.871042
8.108924,7.994295
8.857088,
12.803372,17.171272
12.335635,15.212185
11.998642,7.281386
1.791759,16.561715
11.441344,12.828712
13.378409,7.952615
7.402452,12.754526
16.178206,7.480428
12.025581,13.478175
12.446404,8.201386
10.874399,7.158514
9.006999,7.922624
9.901936,4.262680
11.757463,11.096743
13.506410,12.663064
8.945593,8.520587
0.000000,15.037286
2.639057,15.858436
10.403414,9.720826
4.859812,13.589868
13.520097,15.222323
14.841980,7.242798
12.670640,15.289260
8.004032,13.613376
13.458358,9.396405
13.004037,6.714171
6.361302,11.788790
,12.952749
12.453304,2.397895
8.699181,14.392897
12.755725,14.689133
11.006457,10.642277
16.309109,9.384966
6.710523,4.962845
10.584208,14.963016
9.172431,11.145522
12.112800,13.697932
10.380591,5.267858
8.126814,13.381246
12.857942,14.960185
14.637884,
13.431113,9.863238
14.053141,13.173442
11.287291,11.411944
6.269096,8.606302
11.266871,6.214608
11.766435,14.545382
11.544850,7.976939
14.391786,12.348214
,7.883823
12.662570,13.693299
11.214209,11.357534
14.456045,7.113142
14.588596,14.547043
14.705191,4.510860
16.039653,10.327480
14.538383,12.433097
13.215105,12.151072
14.888819,14.505068
14.371053,4.025352
1.945910,8.157370
8.981556,3.688879
11.784585,9.241451
13.458450,13.838163
,12.781306
8.118207,5.717028
9.365034,6.495266
7.751905,14.222250
8.449343,13.951709
10.030384,8.820847
12.038281,7.556951
11.243803,8.755580
12.675054,9.983823
5.765191,6.135565
14.410282,6.692084
15.386246,13.341528
14.360227,15.089135
7.192934,12.434956
12.869487,
9.527193,6.274762
14.110728,7.229839
5.303305,13.697315
11.952573,9.635870
17.355137,10.223358
4.025352,9.457513
14.392812,11.605641
8.031385,14.118034
4.204693,7.439559
14.138370,12.040708
11.930089,13.290292
0.693147,10.279695
11.048649,5.564520
8.704834,0.000000
14.862663,11.654651
14.472180,14.487445
6.369901,6.251904
9.598456,11.264785
9.094368,12.072873
13.281282,13.617588
13.722384,12.941630
14.267273,3.295837
7.469084,7.679714
14.117454,7.362011
9.890453,12.654141
12.780588,8.872207
15.771702,12.255724
10.654597,10.604900
9.308465,16.555377
15.840641,9.535174
10.238816,13.151596
6.331502,7.271704
14.080878,10.633449
5.934894,8.258422
5.662960,13.297296
9.782336,13.743992
12.661695,13.089125
14.154748,12.155027
13.473436,9.710327
8.404024,9.568504
11.258407,13.283968
10.560723,11.529999
10.994504,10.031221
13.618867,10.846401
14.690365,11.484289
6.748760,11.772578
12.670508,13.973819
12.068585,10.328657
8.978030,6.021023
14.991847,9.439546
4.948760,16.246359
16.153655,6.525030
12.241869,13.391226
15.914502,6.345636
12.503039,9.023408
9.137985,14.505701
2.397895,7.028201
,7.709308
11.472603,7.865955
0.000000,16.533076
11.746494,2.639057
11.959827,6.668228
13.500017,13.215553
12.364225,14.314868
13.275615,5.771441
12.385858,15.417038
12.205953,15.556740
12.624595,12.990250
12.902193,
13.770526,9.064042
11.158690,10.073652
14.338613,15.936289
6.825460,2.564949
12.270853,12.464309
2.890372,13.353829
7.478170,10.974574
14.495275,6.878326
10.124950,6.732211
7.047517,16.439820
14.045782,15.858919
12.519214,0.000000
10.125591,8.922125
12.273661,12.330443
11.969096,16.432767
10.494879,10.909601
14.473555,6.901737
8.210396,16.852566
8.834191,10.134361
8.979920,15.536941
13.222717,10.471242
12.693241,9.067624
14.800300,12.224894
9.657395,6.535241
12.199788,13.985721
7.486613,9.863811
14.803083,8.265393
8.489822,7.501634
15.498128,14.362981
13.663201,14.683466
11.673649,4.143135
10.866223,12.530895
11.998335,11.320275
12.393075,12.703187
16.308122,14.664365
3.931826,13.068699
7.310550,9.641798
,13.671645
11.784211,10.749399
6.338594,14.987568
8.146709,9.044758
11.560725,10.691740
14.150195,13.199876
14.493878,13.019318
12.962448,13.536652
7.557995,12.538071
15.352810,7.931644
13.613840,13.342900
14.149096,13.278478
10.633087,9.516353
9.035034,9.324294
10.000387,14.605487
8.918383,14.820215
15.956025,10.331594
5.488938,10.965263
10.574594,8.198364
13.309133,13.654761
10.823332,5.313206
13.522026,8.707648
7.837554,10.754365
9.897067,8.250881
,12.016086
12.502920,7.689829
13.247116,3.610918
12.659683,6.678342
12.727313,13.336891
13.745683,12.924012
13.658107,11.269248
16.007180,5.451038
0.000000,10.649417
3.433987,15.670421
5.030438,13.234702
9.264450,8.820109
14.490022,11.280754
7.660114,11.942289
11.761542,7.872836
14.299223,8.581107
6.972606,10.627576
12.765314,6.177944
14.985927,13.048194
0.693147,11.884848
12.998791,15.339760
11.596145,13.407995
9.823578,12.375972
13.075842,8.226306
6.695799,7.669962
16.314091,14.026671
8.022241,6.248043
14.528454,
8.660081,12.119866
9.885527,10.997606
8.899321,10.948295
14.391629,9.964442
12.307451,13.829939
13.984673,8.403576
12.995661,13.121024
12.096436,13.098491
12.574407,11.988874
2.079442,14.349262
8.939581,13.693456
4.356709,7.865188
14.430951,6.214608
11.910224,2.772589
13.262167,14.735262
15.847387,6.196444
12.150808,12.453780
13.333608,11.771436
8.486322,11.005942
11.859786,9.274441
12.553668,8.155649
10.397421,11.461116
5.537334,12.546672
13.530599,6.261492
8.137980,4.248495
8.807472,6.595781
14.405269,12.542191
11.361789,3.784190
10.568261,10.917631
14.951192,10.452071
10.325744,14.107679
3.784190,10.350159
13.101356,11.752013
15.025807,10.908704
9.244065,6.469250
13.541614,11.291568
10.924300,12.485430
3.688879,7.459339
12.086320,13.725341
13.845968,8.099554
14.007229,6.652863
14.450398,16.227183
11.653539,11.282858
12.751966,12.028434
13.010495,6.406880
13.842122,10.578216
14.201368,9.889845
11.715923,12.291906
7.695758,6.154858
13.037711,10.932928
15.433553,13.017449
9.874265,12.126889
12.915625,13.098542
17.588541,11.574322
12.083334,9.688560
12.687721,7.230563
9.962369,13.723285
14.601535,11.612843
11.510843,10.590466
5.159055,12.546903
,9.843100
12.925487,12.999613
13.956988,8.507345
5.627621,14.303855
10.092371,12.597544
12.987116,
11.075412,15.363168
9.148571,13.264248
10.978985,11.415103
12.183050,11.211847
11.417702,10.056294
3.663562,2.197225
13.488399,12.844663
12.772241,
12.748202,12.215756
10.265105,13.607417
10.295631,10.420882
7.582229,14.940212
10.012163,14.047255
12.514895,11.809431
14.967672,8.965079
12.939183,13.094484
14.163525,13.037045
14.815020,1.386294
10.473082,8.105609
11.076047,0.000000
8.471149,15.244679
10.535238,13.880655
11.570005,12.497645
7.108244,13.732212
9.741674,14.798593
7.632886,14.660541
11.157478,6.993015
11.851745,14.672783
6.763885,9.933143
11.992168,12.234009
8.674368,11.364623
12.146540,8.471987
13.671700,6.597146
10.485396,0.000000
9.815749,14.801404
4.653960,13.848616
7.992607,10.494796
14.543918,13.091494
9.945637,11.952431
12.516190,13.641035
11.001083,8.957124
13.550014,11.809111
8.026497,9.559023
11.208789,13.885589
9.102310,11.089103
14.743383,11.678058
12.865648,16.203615
1.791759,9.211040
14.349332,12.203885
14.472543,12.892185
3.433987,16.038085
0.000000,4.875197
15.299917,12.283066
11.688935,10.776683
15.668677,3.688879
10.931320,15.608210
14.884051,13.287571
8.351375,13.868974
10.225100,14.481375
,0.000000
2.890372,12.496980
7.820038,9.093919
14.614248,11.635081
13.022886,12.307808
14.104142,16.885144
16.386586,
11.998876,12.134115
10.342613,11.486581
16.406190,9.925494
13.581526,14.940501
0.000000,13.231489
11.288681,9.648079
11.382680,8.993552
9.814055,4.442651
4.927254,10.141283
13.405772,13.152244
9.269929,9.132271
4.499810,7.756195
13.228664,15.734007
10.769726,13.168023
10.838659,12.889498
14.107196,13.324728
13.728513,7.988543
12.379366,11.171547
12.238249,8.503500
7.652071,9.566195
12.142328,10.369169
11.661328,3.871201
16.076980,13.647400
8.512783,10.652850
12.881891,12.249338
14.035765,7.577122
8.985195,
12.443178,14.275889
14.990779,13.898772
14.283214,6.505784
14.245186,13.351707
8.764366,12.270356
13.351470,12.658526
13.694788,
13.676269,5.888878
10.454437,13.224413
15.273990,6.354370
12.208894,10.911172
7.798523,
15.010282,12.736086
12.600143,13.644733
10.065479,4.770685
12.611841,11.865496
10.208322,4.442651
13.366979,4.990433
9.529303,0.693147
13.983211,13.056903
11.072869,11.771235
11.505427,12.028774
9.488351,5.389072
13.659047,13.136132
13.524388,12.995316
16.334977,9.906383
4.454347,11.474985
11.165267,7.954372
13.438556,8.323608
13.005735,13.248256
0.000000,12.584499
9.925151,15.203719
11.459472,13.302257
13.392119,12.315720
4.828314,4.905275
4.025352,10.811766
11.562135,7.847763
10.409069,8.985445
8.740977,1.386294
7.268223,10.160762
0.000000,9.189627
14.840081,3.091042
10.932714,10.243525
12.466192,
9.570250,11.461064
11.390034,
10.999329,12.682406
10.287014,14.679624
4.852030,5.323010
,11.389571
,16.042071
13.249387,8.883917
16.281267,4.976734
10.256501,12.054110
12.458115,14.255760
13.763105,11.224456
13.732056,14.436664
14.191206,14.301944
13.331092,0.693147
10.041465,11.108859
13.640732,13.182167
10.890796,9.972640
10.133686,9.119978
11.009274,9.370757
9.481741,14.773753
13.846274,4.844187
15.614542,
10.954117,3.970292
9.375855,15.825807
14.207426,9.765948
15.470449,7.003065
8.020599,9.074979
5.834811,6.418365
15.549565,1.386294
12.006151,4.644391
7.470224,16.616236
10.221250,9.850930
11.274453,14.069701
11.238673,12.800324
13.497668,13.156749
3.784190,14.300752
14.634986,9.968948
14.568005,11.235326
16.204416,6.499787
7.571474,12.433845
7.239215,13.749392
,3.044522
12.077563,10.757499
13.428550,
12.501060,5.934894
13.942636,5.505332
13.355283,14.053917
14.173855,
12.754755,13.210426
8.957639,3.850148
8.063378,12.864103
9.360311,12.822020
12.380480,16.862860
6.214608,15.864192
11.929278,9.903238
14.072600,12.409426
11.437792,6.756932
13.764597,15.416922
7.975221,3.135494
17.900337,10.200365
7.957177,4.276666
7.014814,15.307629
13.089280,12.262259
10.579158,15.511437
15.378023,10.365112
12.485789,4.025352
10.380901,11.648749
11.116856,4.204693
8.560061,15.665920
11.061123,13.921689
7.529406,9.334150
5.774552,13.809879
12.514259,1.386294
11.961552,14.042645
14.251637,5.817111
5.105945,11.032273
16.448300,
13.566289,10.257098
6.943122,14.077453
8.887100,11.495983
3.871201,10.123867
7.761745,11.930523
6.771936,15.136835
5.318120,14.682688
8.610319,12.467055
15.036725,15.332278
7.896181,13.759802
14.902716,7.189168
11.623536,9.711419
13.662931,12.828687
9.610592,7.149132
12.630585,13.157624
4.905275,14.385617
14.374280,13.846464
15.050443,15.561121
9.494014,10.877575
14.323001,11.371615
12.595141,13.275254
10.942261,15.364132
14.889906,12.729167
15.269786,10.934873
2.197225,8.779096
13.011966,8.192017
6.486161,10.882903
12.632373,9.511999
14.618049,7.305860
11.853639,16.960942
8.145260,0.000000
12.985040,11.742743
11.349747,6.466145
,12.468410
14.286987,11.726544
8.971321,7.524021
10.119687,13.873019
2.639057,9.816131
10.185541,14.038366
14.816677,12.652101
9.180809,10.775387
13.788615,16.627368
5.198497,11.620272
13.276222,14.595989
7.463363,9.683776
12.548420,9.203718
7.012115,13.789446
12.751601,10.169691
13.334396,14.880713
13.122059,5.497168
13.728678,13.989476
12.156783,13.441797
9.984007,13.333493
7.116394,14.146832
11.198078,
,8.857373
11.747903,6.098074
11.487444,12.309860
10.104426,8.850947
17.344469,14.818536
15.731388,12.618613
16.401763,13.860435
5.298317,10.588250
4.406719,12.331797
15.642143,5.648974
11.168066,13.908754
13.733885,14.174055
8.241967,14.125210
12.255267,12.565504
11.436077,12.417654
10.811847,12.727740
10.744408,15.324094
4.859812,14.344515
11.332997,
9.515101,9.814383
13.724798,13.190016
8.607765,10.376642
10.775471,9.056023
12.114736,11.814200
13.185676,9.053453
7.925519,13.094758
1.791759,10.924120
11.569948,13.403510
7.740664,4.595120
13.809597,9.654064
12.414143,13.341873
11.996228,16.145204
12.764614,6.920672
1.609438,13.985875
0.000000,15.803447
14.665394,12.180252
10.572905,10.918899
10.528061,8.445482
12.967140,13.074051
4.143135,12.234519
8.934192,9.680781
13.744658,11.189160
10.443687,6.543912
,8.633019
13.823614,10.184711
13.507599,6.995766
15.596717,9.654321
,11.117940
12.133943,7.906179
7.718241,13.207405
9.222960,9.955653
10.423649,15.116839
8.533460,15.717630
10.566974,14.513601
11.441053,11.067497
15.850457,9.191056
7.370860,15.888054
15.109173,6.324359
14.272109,14.434744
11.980601,16.091105
13.934733,9.747652
13.455381,
10.130703,14.337817
11.249468,14.144529
6.192362,9.429315
5.932245,1.791759
13.864778,
10.914743,13.438757
11.884813,15.462625
11.851545,13.238483
14.516916,10.355645
13.804183,10.523849
15.240945,13.905988
13.639311,7.252762
10.601050,6.322565
3.784190,13.956836
11.879199,9.751909
8.978156,10.799820
2.564949,7.006695
11.067404,7.797702
13.180864,10.188102
11.806893,10.676393
12.661051,13.943837
9.686140,11.763606
6.222576,8.447843
12.633876,9.239802
11.739104,5.634790
,
13.919748,15.411059
16.228592,13.416572
8.440744,8.808967
13.951533,10.001703
4.736198,8.637107
13.866299,7.734996
1.098612,0.000000
2.833213,11.932201
12.431789,4.736198
,9.588982
14.727096,13.690693
,14.008748
11.095044,11.478603
14.557393,13.273762
11.718247,8.090402
10.754066,11.105438
11.865454,10.466925
13.995740,15.209591
4.812184,5.986452
11.705445,6.539586
10.669792,1.945910
8.535426,11.782250
3.401197,3.806662
11.695305,13.183609
9.830756,11.139250
9.096051,10.215740
7.369601,13.627665
14.403640,9.583833
9.122055,9.327412
14.491068,10.126231
7.173958,9.919361
10.873509,3.583519
13.012102,11.098364
11.700715,9.962181
0.693147,3.433987
16.541028,14.587042
4.356709,12.614673
14.459550,12.052409
11.136674,11.721426
14.882516,11.375432
8.132413,9.805820
6.745236,4.276666
3.688879,12.246033
6.736967,14.075143
11.611485,6.126869
8.725994,4.488636
13.758140,14.432545
12.955005,9.429717
7.917901,11.166074
11.277026,10.739977
14.753800,7.494986
3.688879,13.423555
11.050160,5.105945
4.595120,2.197225
16.139493,11.254414
12.823529,5.283204
11.929429,12.751320
12.942959,8.672315
17.194429,10.668211
7.665285,0.000000
7.994295,
14.705564,10.619374
14.913824,13.417640
9.579349,14.480536
12.341844,5.105945
10.163580,1.098612
11.367807,12.169704
5.159055,10.917558
13.007944,5.087596
14.337920,14.414359
12.405264,
5.468060,4.852030
1.386294,7.051856
10.439659,1.945910
14.056301,9.919115
9.487745,10.675099
10.361861,11.546718
15.424473,9.917982
9.023529,13.125016
15.145002,14.130823
13.708385,8.564268
13.400553,
9.130864,4.127134
12.900786,11.137141
8.980927,5.686975
15.184912,10.956108
10.953750,5.834811
7.597396,11.887601
12.127760,3.912023
12.643886,
16.709259,4.025352
3.688879,12.853328
7.911691,2.079442
8.592486,3.044522
5.627621,5.379897
9.550947,10.602219
7.932362,9.577965
9.357380,14.158240
10.229440,8.224967
10.579158,3.091042
13.172117,10.032584
7.994632,14.002331
9.279960,
9.030615,10.920474
12.136524,7.890208
10.380063,14.343590
10.587316,8.657824
14.770667,
13.777280,15.426100
9.998843,14.083256
9.451167,6.306275
11.910184,15.519531
15.166734,8.808070
15.777950,10.186182
11.658739,
16.389675,8.851950
12.811309,8.971321
7.974877,14.082660
15.647163,6.641182
13.017058,14.069196
2.639057,2.772589
4.442651,13.318154
9.155250,
10.074327,11.530225
14.153616,7.497762
9.691284,10.316491
11.822137,13.242552
8.674368,10.298330
,13.373259
5.652489,8.737934
13.410367,15.042656
7.133296,11.818040
5.105945,5.347108
14.142070,13.066129
9.925591,6.033086
9.320091,12.519269
10.202962,7.243513
6.639876,
11.393443,9.458450
15.266042,11.732760
15.789932,15.651829
8.206038,7.151485
13.119563,14.803269
14.360404,12.900756
10.688553,6.295266
4.682131,4.276666
13.175857,9.356948
10.363094,14.683972
8.687948,13.180717
12.139703,
14.237325,14.184086
12.622764,14.212078
10.769937,8.451481
10.683042,7.644441
10.386315,10.126871
8.179760,11.442331
9.828009,11.544792
,13.290130
12.612024,14.089889
13.958804,14.135923
1.098612,7.860185
13.796248,14.436047
12.391111,3.912023
7.885329,11.590905
10.910880,13.049659
13.528522,16.001862
10.144353,12.721960
13.799392,12.805401
6.800170,11.071424
7.659171,10.315266
11.210522,8.111028
14.549211,11.510673
13.067328,10.466327
14.359605,13.858051
0.000000,12.752904
14.136454,15.244426
2.639057,7.244942
11.042634,16.342704
13.646991,0.693147
,10.161921
12.393883,6.545350
9.695971,10.910660
15.976472,11.196226
13.464492,10.698627
0.693147,8.339740
11.580650,5.556828
17.025995,10.073399
9.533583,5.003946
10.045117,9.546955
13.779025,15.225952
13.294387,13.449857
11.993918,14.124957
6.244167,11.390396
8.464003,13.617492
5.749393,13.415148
11.008115,13.958067
7.983781,1.791759
2.079442,9.848662
13.199039,16.294788
6.679599,12.780093
10.285275,12.134082
2.639057,12.412196
10.160414,15.282583
,9.210740
14.614492,10.854972
8.271548,13.331862
14.694024,7.215240
3.713572,9.925543
6.329721,12.762681
8.666130,7.670429
13.066565,6.396930
11.519921,10.687868
7.265430,12.151072
7.888335,14.966903
17.036402,10.862493
2.708050,15.795838
12.628034,7.116394
4.204693,7.509335
11.677355,11.395481
16.166686,10.903384
10.189719,7.478170
14.762113,12.615497
2.708050,13.199186
13.941161,15.667803
6.383507,15.625542
8.056427,11.040310
16.314032,11.743942
2.079442,10.591044
15.097763,12.120727
12.067414,8.480737
3.218876,12.886985
12.552166,7.485492
16.861430,1.945910
14.650942,6.630683
13.179619,4.653960
9.010547,13.911814
13.706014,8.796944
14.093906,14.098243
12.499361,13.962927
10.448251,14.354479
13.245386,13.136252
10.731821,8.873748
9.475240,14.079351
6.601230,10.965609
15.562625,3.433987
14.732009,8.144389
13.968438,14.883761
,15.351578
12.855255,9.733411
9.275754,9.177507
16.333634,11.530107
15.337356,
11.513065,9.584108
12.732879,14.545336
1.098612,5.379897
11.680751,15.257364
9.652395,12.645514
7.317212,9.696156
11.152816,3.806662
10.068578,8.940498
10.580810,8.683216
13.709847,13.180919
11.531364,14.694956
12.660303,7.340187
14.199049,9.893033
11.806595,17.074250
13.010942,12.903391
12.429500,11.237725
11.602711,9.034677
10.781308,12.928070
8.915567,11.086962
9.466919,8.151333
12.915747,13.265520
14.180982,5.963579
15.679123,
12.681058,14.684516
13.037124,7.420579
12.163807,10.411569
10.947767,14.939033
11.778446,11.727133
13.796700,0.000000
12.247147,13.234146
12.308575,10.722761
2.833213,11.994703
12.849331,10.233726
4.043051,10.889994
12.136862,12.303694
9.927497,12.848852
14.981415,11.081173
9.606496,8.106515
12.561745,11.546322
5.451038,9.590556
16.849131,6.122493
4.976734,12.340385
2.397895,13.112497
,
11.059456,14.496182
7.630461,6.416732
14.661538,12.850090
15.858356,11.255941
11.310099,9.315691
9.739733,9.298901
9.272470,8.438583
8.389360,1.386294
10.545157,15.748956
5.153292,12.030641
8.152774,14.806046
17.070085,9.674515
14.556815,15.850940
12.020791,12.755179
13.219942,9.191565
10.901321,12.688505
9.218904,14.423774
7.807917,6.784457
11.086318,12.765966
15.872826,7.760467
8.970178,12.489016
8.956738,9.314790
12.534041,13.964678
11.362486,9.272752
6.514713,9.327056
12.957717,5.332719
9.551871,6.317165
11.442964,12.155926
4.532599,14.692742
11.884344,14.078909
11.013683,1.098612
14.101066,12.928045
11.528779,2.833213
7.526179,11.146720
8.199464,14.617182
12.031809,11.546940
11.182057,10.835140
14.025083,12.786622
8.944289,8.844336
10.687480,0.000000
1.791759,17.106496
,14.355640
6.146329,8.976768
7.512071,4.997212
12.463061,15.342366
13.906802,10.313044
11.092169,7.910957
14.694615,14.958634
12.828913,7.763021
2.197225,7.842671
13.096264,12.773549
14.846467,10.421477
10.704412,16.605954
5.209486,12.500856
9.443672,11.900003
12.786832,8.357024
15.330208,11.879913
9.913042,11.867967
10.786718,7.455877
9.852405,11.875810
8.307706,13.539914
11.902173,10.053759
10.859518,15.971054
10.781640,15.278132
14.865832,4.897840
2.564949,6.507278
15.729450,11.552684
5.697093,16.832751
11.908259,14.719852
13.378711,7.501634
9.714745,11.575703
13.398949,11.556780
13.677505,12.007109
13.643882,13.234584
6.388561,8.785998
3.218876,12.491999
5.921578,5.720312
11.865854,12.742130
10.128869,14.913093
13.778294,14.469159
7.391415,7.665753
6.834109,4.700480
13.994996,6.543912
15.952082,3.850148
7.299797,5.703782
10.339967,1.098612
14.539534,15.995465
9.723224,15.570213
14.919667,12.095666
6.366470,14.173597
16.195094,14.231125
9.705220,11.791277
13.218924,12.357901
0.693147,15.594497
13.506922,10.605817
14.317238,15.396770
11.854023,10.554979
15.493368,15.461889
2.484907,10.010636
2.890372,11.716079
11.858520,13.749028
14.309726,15.543430
13.132262,12.390908
15.473975,13.296127
2.639057,4.962845
11.656731,11.530038
14.489569,7.875879
11.196666,9.309371
14.310669,13.579126
12.354682,14.228248
12.416022,12.609930
13.797414,12.575513
12.217097,12.821269
12.007323,14.135015
13.281623,11.776351
11.329003,6.226537
0.000000,7.976252
14.684278,12.665271
14.455987,12.076380
14.583488,10.748862
9.079776,8.369389
9.682591,0.000000
11.673010,7.400621
11.074033,9.340579
11.012430,8.107419
10.041422,13.816469
14.998394,12.560111
10.724764,9.469546
15.936786,15.036293
13.505988,11.223201
7.886457,13.910326
14.522058,14.265338
8.316056,7.389564
12.919853,12.732649
13.076255,11.037290
13.462537,
8.586906,14.066300
12.624128,14.486926
10.637009,13.814807
10.323020,7.735433
6.751101,10.634244
9.863290,1.098612
1.945910,11.366616
8.750841,14.789987
14.647923,13.128383
10.054963,5.860786
11.871739,11.802778
10.537813,12.689615
11.050541,7.934155
1.098612,11.081358
10.319926,8.445482
6.637258,10.860479
1.098612,13.798844
10.816653,14.571659
9.426902,9.923976
5.983936,12.136085
15.560610,11.641899
5.869297,12.078381
4.905275,12.341067
5.620401,11.657208
14.426998,6.082219
12.988135,13.228220
4.317488,13.515636
4.369448,3.091042
8.799662,2.890372
12.517769,13.234545
12.375292,14.255563
11.605623,17.235238
11.044776,15.708835
15.906361,15.294344
10.068324,9.869414
12.235758,1.945910
0.000000,10.154869
2.197225,12.515332
2.197225,6.953684
17.085076,4.499810
14.385416,9.624963
10.070399,1.945910
11.537413,9.746073
6.437752,14.920721
8.817594,15.748864
5.958425,1.386294
14.912663,10.459296
15.827434,12.524886
14.649943,1.791759
13.031605,13.424391
4.615121,7.774856
14.259583,
11.488674,14.558181
12.314250,10.118196
11.065153,8.591001
3.091042,10.949736
0.693147,13.470507
5.463832,17.396255
6.049733,5.976351
12.193296,6.070738
14.273445,7.718241
11.928941,14.565889
13.328616,3.433987
13.000761,11.196926
9.475317,9.637437
6.418365,11.010878
10.133607,12.994198
9.789423,14.859216
10.098437,8.741935
11.551531,11.506072
10.490162,7.913155
5.991465,11.849033
5.846439,8.038835
10.669630,11.409751
,16.929540
12.781882,9.206132
13.614657,11.832426
10.308986,4.110874
4.976734,
7.685244,12.553524
13.404704,13.004426
8.184235,7.831220
10.020915,8.815073
13.513500,8.703175
11.041080,11.161636
1.386294,12.344551
1.609438,13.607588
8.280204,11.476977
14.871723,13.131941
8.257386,12.222010
12.907171,3.367296
14.056323,9.203819
12.811415,12.220809
12.642339,0.000000
13.106441,9.406729
12.734711,11.713635
12.435473,9.965335
7.268920,0.000000
14.456442,6.246107
,13.813952
16.355856,11.495332
12.298579,15.027551
2.079442,4.499810
0.000000,13.809013
7.044905,9.869931
9.158521,13.408151
11.951432,12.979227
9.202611,8.505121
11.948072,10.789072
10.604528,11.879123
16.607367,15.784694
13.760472,10.380715
13.452465,14.370339
13.201132,9.932221
11.022050,4.454347
5.840642,13.069498
13.844550,16.557314
7.685244,16.393945
16.080226,9.457591
11.538642,14.129402
15.890412,11.545228
,9.790767
16.378234,13.125624
13.638382,10.513824
12.838402,7.012115
7.954021,3.713572
8.595635,14.910021
13.143696,7.828436
7.498870,11.305643
13.574676,9.957928
9.227296,13.524338
12.196860,
15.687914,12.424047
14.707345,14.028064
